year,ST,PVI,metric,dist_loss,porp_loss,porp_text,dist_text,lean,State,congress,Period,event,dist_loss_agg,dist_loss_net
2004,VA,R+3,0.53,-1.6782231528684441,-0.15256574116985855,"15% Excluded, Against Dems",1.68 Dem Districts Lost,Dems Excluded,Virginia ,109,109th Congress (2004),2004 Election and TX redraw,-27.82202244814745,-2.335246039401672
2004,WV,R+4,0.54,-0.40122355477698424,-0.13374118492566142,"13% Excluded, Against Dems",0.4 Dem Districts Lost,Dems Excluded,West Virginia ,109,109th Congress (2004),2004 Election and TX redraw,-27.82202244814745,-2.335246039401672
2004,WY,R+19,0.69,-0.2635087719298246,-0.2635087719298246,"26% Excluded, Against Dems",0.26 Dem Districts Lost,Dems Excluded,Wyoming,109,109th Congress (2004),2004 Election and TX redraw,-27.82202244814745,-2.335246039401672
2006,AL,R+8,0.58,-1.403358794880039,-0.20047982784000556,"20% Excluded, Against Dems",1.4 Dem Districts Lost,Dems Excluded,Alabama,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,AK,R+14,0.64,-0.3135087719298245,-0.3135087719298245,"31% Excluded, Against Dems",0.31 Dem Districts Lost,Dems Excluded,Alaska,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,AZ,R+1,0.51,-0.6799822996993665,-0.08499778746242082,"8% Excluded, Against Dems",0.68 Dem Districts Lost,Dems Excluded,Arizona,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,AR,R+3,0.53,-0.009354562645795816,-0.002338640661448954,"0% Excluded, Against Dems",0.01 Dem Districts Lost,Dems Excluded,Arkansas,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,CO,R+1,0.51,-0.44752703482044165,-0.06393243354577738,"6% Excluded, Against Dems",0.45 Dem Districts Lost,Dems Excluded,Colorado,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,FL,D+1,0.49,-1.8856397432363092,-0.07542558972945237,"8% Excluded, Against Dems",1.89 Dem Districts Lost,Dems Excluded,Florida,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,GA,R+6,0.56,-1.085328922974842,-0.083486840228834,"8% Excluded, Against Dems",1.09 Dem Districts Lost,Dems Excluded,Georgia,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,ID,R+19,0.69,-0.5735087719298246,-0.2867543859649123,"28% Excluded, Against Dems",0.57 Dem Districts Lost,Dems Excluded,Idaho,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,IN,R+7,0.57,-1.2448257269488083,-0.1383139696609787,"14% Excluded, Against Dems",1.24 Dem Districts Lost,Dems Excluded,Indiana,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,KS,R+11,0.61,-1.065400634741093,-0.26635015868527323,"27% Excluded, Against Dems",1.07 Dem Districts Lost,Dems Excluded,Kansas,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,KY,R+8,0.58,-1.4821370303320238,-0.24702283838867065,"25% Excluded, Against Dems",1.48 Dem Districts Lost,Dems Excluded,Kentucky,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,LA,R+4,0.54,-1.3645866046331294,-0.1949409435190185,"19% Excluded, Against Dems",1.36 Dem Districts Lost,Dems Excluded,Louisiana,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,MI,D+4,0.46,-0.1071889516545772,-0.007145930110305147,"1% Excluded, Against Dems",0.11 Dem Districts Lost,Dems Excluded,Michigan,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,MS,R+7,0.57,-0.5849757039985954,-0.14624392599964886,"15% Excluded, Against Dems",0.58 Dem Districts Lost,Dems Excluded,Mississippi,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,MO,R+1,0.51,-0.8517183945242808,-0.09463537716936453,"9% Excluded, Against Dems",0.85 Dem Districts Lost,Dems Excluded,Missouri,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,MT,R+11,0.61,-0.34350877192982454,-0.34350877192982454,"34% Excluded, Against Dems",0.34 Dem Districts Lost,Dems Excluded,Montana,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,NE,R+15,0.65,-0.9570175438596489,-0.3190058479532163,"32% Excluded, Against Dems",0.96 Dem Districts Lost,Dems Excluded,Nebraska ,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,NC,R+5,0.55,-0.8836466949734945,-0.0679728226902688,"7% Excluded, Against Dems",0.88 Dem Districts Lost,Dems Excluded,North Carolina ,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,ND,R+13,0.63,-0.3235087719298245,-0.3235087719298245,"32% Excluded, Against Dems",0.32 Dem Districts Lost,Dems Excluded,North Dakota ,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,OH,R+0,0.5,-0.8398486200634316,-0.04665825667019065,"5% Excluded, Against Dems",0.84 Dem Districts Lost,Dems Excluded,Ohio ,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,OK,R+12,0.62,-1.5234273529126683,-0.30468547058253365,"30% Excluded, Against Dems",1.52 Dem Districts Lost,Dems Excluded,Oklahoma ,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,PA,D+3,0.47,-0.005433851210126406,-0.00028599216895402134,"0% Excluded, Against Dems",0.01 Dem Districts Lost,Dems Excluded,Pennsylvania,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,SC,R+7,0.57,-1.2078767411217894,-0.2013127901869649,"20% Excluded, Against Dems",1.21 Dem Districts Lost,Dems Excluded,South Carolina ,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,SD,R+10,0.6,-0.35350877192982455,-0.35350877192982455,"35% Excluded, Against Dems",0.35 Dem Districts Lost,Dems Excluded,South Dakota ,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,TN,R+3,0.53,-0.9726723562786352,-0.10807470625318169,"11% Excluded, Against Dems",0.97 Dem Districts Lost,Dems Excluded,Tennessee ,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,TX,R+8,0.58,-4.176066771484152,-0.13050208660887974,"13% Excluded, Against Dems",4.18 Dem Districts Lost,Dems Excluded,Texas ,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,UT,R+22,0.72,-0.7935087719298242,-0.2645029239766081,"26% Excluded, Against Dems",0.79 Dem Districts Lost,Dems Excluded,Utah ,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,VA,R+3,0.53,-1.6782231528684441,-0.15256574116985855,"15% Excluded, Against Dems",1.68 Dem Districts Lost,Dems Excluded,Virginia ,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,WV,R+4,0.54,-0.40122355477698424,-0.13374118492566142,"13% Excluded, Against Dems",0.4 Dem Districts Lost,Dems Excluded,West Virginia ,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2006,WY,R+19,0.69,-0.2635087719298246,-0.2635087719298246,"26% Excluded, Against Dems",0.26 Dem Districts Lost,Dems Excluded,Wyoming,11,110th Congress (2006),No Change Since Last Election,-27.82202244814745,-2.335246039401672
2008,AL,R+14,0.64,-1.3384844759284187,-0.1912120679897741,"19% Excluded, Against Dems",1.34 Dem Districts Lost,Dems Excluded,Alabama,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,AK,R+13,0.63,-0.3235087719298245,-0.3235087719298245,"32% Excluded, Against Dems",0.32 Dem Districts Lost,Dems Excluded,Alaska,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,AZ,R+4,0.54,-0.9973370473345549,-0.12466713091681936,"12% Excluded, Against Dems",1 Dem Districts Lost,Dems Excluded,Arizona,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,AR,R+9,0.59,-1.1658020742463897,-0.2914505185615974,"28% Excluded, Against Dems",1.17 Dem Districts Lost,Dems Excluded,Arkansas,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,CO,R+0,0.5,-0.2222008506646329,-0.03174297866637613,"3% Excluded, Against Dems",0.22 Dem Districts Lost,Dems Excluded,Colorado,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,FL,R+0,0.5,-2.710176526470457,-0.10840706105881828,"11% Excluded, Against Dems",2.71 Dem Districts Lost,Dems Excluded,Florida,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,GA,R+6,0.56,-1.145395663797979,-0.08810735875369069,"9% Excluded, Against Dems",1.15 Dem Districts Lost,Dems Excluded,Georgia,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,ID,R+18,0.68,-0.547017543859649,-0.2735087719298245,"27% Excluded, Against Dems",0.55 Dem Districts Lost,Dems Excluded,Idaho,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,IN,R+5,0.55,-1.2896810551068887,-0.1432978950118765,"14% Excluded, Against Dems",1.29 Dem Districts Lost,Dems Excluded,Indiana,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,KS,R+12,0.62,-1.1151895868704016,-0.2787973967176004,"28% Excluded, Against Dems",1.12 Dem Districts Lost,Dems Excluded,Kansas,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,KY,R+11,0.61,-1.4462535370684773,-0.24104225617807953,"24% Excluded, Against Dems",1.45 Dem Districts Lost,Dems Excluded,Kentucky,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,LA,R+9,0.59,-1.6419932478582435,-0.23457046397974907,"23% Excluded, Against Dems",1.64 Dem Districts Lost,Dems Excluded,Louisiana,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,MS,R+9,0.59,-0.5049757039985954,-0.12624392599964884,"13% Excluded, Against Dems",0.5 Dem Districts Lost,Dems Excluded,Mississippi,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,MO,R+3,0.53,-0.8559715003127595,-0.0951079444791955,"10% Excluded, Against Dems",0.86 Dem Districts Lost,Dems Excluded,Missouri,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,MT,R+7,0.57,-0.2393922651933702,-0.2393922651933702,"24% Excluded, Against Dems",0.24 Dem Districts Lost,Dems Excluded,Montana,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,NE,R+14,0.64,-0.8429010371231946,-0.2809670123743982,"28% Excluded, Against Dems",0.84 Dem Districts Lost,Dems Excluded,Nebraska ,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,NC,R+4,0.54,-0.805015921179062,-0.061924301629158615,"6% Excluded, Against Dems",0.81 Dem Districts Lost,Dems Excluded,North Carolina ,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,ND,R+10,0.6,-0.35350877192982455,-0.35350877192982455,"35% Excluded, Against Dems",0.35 Dem Districts Lost,Dems Excluded,North Dakota ,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,OH,R+0,0.5,-0.6171193551017318,-0.03428440861676288,"3% Excluded, Against Dems",0.62 Dem Districts Lost,Dems Excluded,Ohio ,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,OK,R+17,0.67,-1.464035087719298,-0.2928070175438596,"28% Excluded, Against Dems",1.46 Dem Districts Lost,Dems Excluded,Oklahoma ,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,PA,D+2,0.48,-0.7107052900034034,-0.0374055415791265,"4% Excluded, Against Dems",0.71 Dem Districts Lost,Dems Excluded,Pennsylvania,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,SC,R+8,0.58,-1.1478767411217898,-0.19131279018696498,"19% Excluded, Against Dems",1.15 Dem Districts Lost,Dems Excluded,South Carolina ,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,SD,R+9,0.59,-0.36350877192982456,-0.36350877192982456,"36% Excluded, Against Dems",0.36 Dem Districts Lost,Dems Excluded,South Dakota ,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,TN,R+8,0.58,-1.614906639812177,-0.1794340710902419,"18% Excluded, Against Dems",1.61 Dem Districts Lost,Dems Excluded,Tennessee ,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,TX,R+8,0.58,-3.9082616379391517,-0.12213317618559849,"12% Excluded, Against Dems",3.91 Dem Districts Lost,Dems Excluded,Texas ,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,UT,R+21,0.71,-0.8235087719298244,-0.27450292397660814,"27% Excluded, Against Dems",0.82 Dem Districts Lost,Dems Excluded,Utah ,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,VA,R+2,0.52,-1.3591485447414087,-0.12355895861285533,"12% Excluded, Against Dems",1.36 Dem Districts Lost,Dems Excluded,Virginia ,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,WV,R+8,0.58,-0.9764098090530196,-0.3254699363510065,"33% Excluded, Against Dems",0.98 Dem Districts Lost,Dems Excluded,West Virginia ,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2008,WY,R+20,0.7,-0.2535087719298246,-0.2535087719298246,"25% Excluded, Against Dems",0.25 Dem Districts Lost,Dems Excluded,Wyoming,111,111th Congress (2008),2008 Election,-30.783795002154175,-5.894438095355593
2010,AL,R+14,0.64,-1.3384844759284187,-0.1912120679897741,"19% Excluded, Against Dems",1.34 Dem Districts Lost,Dems Excluded,Alabama,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,AK,R+13,0.63,-0.3235087719298245,-0.3235087719298245,"32% Excluded, Against Dems",0.32 Dem Districts Lost,Dems Excluded,Alaska,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,AZ,R+4,0.54,-0.9973370473345549,-0.12466713091681936,"12% Excluded, Against Dems",1 Dem Districts Lost,Dems Excluded,Arizona,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,AR,R+9,0.59,-1.1658020742463897,-0.2914505185615974,"28% Excluded, Against Dems",1.17 Dem Districts Lost,Dems Excluded,Arkansas,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,CO,R+0,0.5,-0.2222008506646329,-0.03174297866637613,"3% Excluded, Against Dems",0.22 Dem Districts Lost,Dems Excluded,Colorado,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,FL,R+0,0.5,-2.710176526470457,-0.10840706105881828,"11% Excluded, Against Dems",2.71 Dem Districts Lost,Dems Excluded,Florida,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,GA,R+6,0.56,-1.145395663797979,-0.08810735875369069,"9% Excluded, Against Dems",1.15 Dem Districts Lost,Dems Excluded,Georgia,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,ID,R+18,0.68,-0.547017543859649,-0.2735087719298245,"27% Excluded, Against Dems",0.55 Dem Districts Lost,Dems Excluded,Idaho,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,IN,R+5,0.55,-1.2896810551068887,-0.1432978950118765,"14% Excluded, Against Dems",1.29 Dem Districts Lost,Dems Excluded,Indiana,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,KS,R+12,0.62,-1.1151895868704016,-0.2787973967176004,"28% Excluded, Against Dems",1.12 Dem Districts Lost,Dems Excluded,Kansas,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,KY,R+11,0.61,-1.4462535370684773,-0.24104225617807953,"24% Excluded, Against Dems",1.45 Dem Districts Lost,Dems Excluded,Kentucky,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,LA,R+9,0.59,-1.6419932478582435,-0.23457046397974907,"23% Excluded, Against Dems",1.64 Dem Districts Lost,Dems Excluded,Louisiana,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,MS,R+9,0.59,-0.5049757039985954,-0.12624392599964884,"13% Excluded, Against Dems",0.5 Dem Districts Lost,Dems Excluded,Mississippi,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,MO,R+3,0.53,-0.8559715003127595,-0.0951079444791955,"10% Excluded, Against Dems",0.86 Dem Districts Lost,Dems Excluded,Missouri,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,MT,R+7,0.57,-0.2393922651933702,-0.2393922651933702,"24% Excluded, Against Dems",0.24 Dem Districts Lost,Dems Excluded,Montana,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,NE,R+14,0.64,-0.8429010371231946,-0.2809670123743982,"28% Excluded, Against Dems",0.84 Dem Districts Lost,Dems Excluded,Nebraska ,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,NC,R+4,0.54,-0.805015921179062,-0.061924301629158615,"6% Excluded, Against Dems",0.81 Dem Districts Lost,Dems Excluded,North Carolina ,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,ND,R+10,0.6,-0.35350877192982455,-0.35350877192982455,"35% Excluded, Against Dems",0.35 Dem Districts Lost,Dems Excluded,North Dakota ,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,OH,R+0,0.5,-0.6171193551017318,-0.03428440861676288,"3% Excluded, Against Dems",0.62 Dem Districts Lost,Dems Excluded,Ohio ,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,OK,R+17,0.67,-1.464035087719298,-0.2928070175438596,"28% Excluded, Against Dems",1.46 Dem Districts Lost,Dems Excluded,Oklahoma ,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,PA,D+2,0.48,-0.7107052900034034,-0.0374055415791265,"4% Excluded, Against Dems",0.71 Dem Districts Lost,Dems Excluded,Pennsylvania,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,SC,R+8,0.58,-1.1478767411217898,-0.19131279018696498,"19% Excluded, Against Dems",1.15 Dem Districts Lost,Dems Excluded,South Carolina ,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,SD,R+9,0.59,-0.36350877192982456,-0.36350877192982456,"36% Excluded, Against Dems",0.36 Dem Districts Lost,Dems Excluded,South Dakota ,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,TN,R+8,0.58,-1.614906639812177,-0.1794340710902419,"18% Excluded, Against Dems",1.61 Dem Districts Lost,Dems Excluded,Tennessee ,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,TX,R+8,0.58,-3.9082616379391517,-0.12213317618559849,"12% Excluded, Against Dems",3.91 Dem Districts Lost,Dems Excluded,Texas ,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,UT,R+21,0.71,-0.8235087719298244,-0.27450292397660814,"27% Excluded, Against Dems",0.82 Dem Districts Lost,Dems Excluded,Utah ,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,VA,R+2,0.52,-1.3591485447414087,-0.12355895861285533,"12% Excluded, Against Dems",1.36 Dem Districts Lost,Dems Excluded,Virginia ,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,WV,R+8,0.58,-0.9764098090530196,-0.3254699363510065,"33% Excluded, Against Dems",0.98 Dem Districts Lost,Dems Excluded,West Virginia ,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2010,WY,R+20,0.7,-0.2535087719298246,-0.2535087719298246,"25% Excluded, Against Dems",0.25 Dem Districts Lost,Dems Excluded,Wyoming,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593
2012,AL,R+14,0.64,-1.3384844759284187,-0.1912120679897741,"19% Excluded, Against Dems",1.34 Dem Districts Lost,Dems Excluded,Alabama,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081
2012,AK,R+12,0.62,-0.33350877192982453,-0.33350877192982453,"33% Excluded, Against Dems",0.33 Dem Districts Lost,Dems Excluded,Alaska,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081
2012,AZ,R+7,0.57,-0.7619334675302456,-0.08465927417002729,"8% Excluded, Against Dems",0.76 Dem Districts Lost,Dems Excluded,Arizona,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081
